"row_id","Mvir","Vcir","_Rvir_/_conc_","x","y","z"
1,113999999926272,799.7999877929688,0.128741517383648,21.810699462890625,13.892200469970703,9.54520034790039
2,83799996104704,736.0999755859375,0.1045834734375975,1.7431000471115112,29.73270034790039,17.825000762939453
3,83210000138240,695,0.13941761887330945,10.274499893188477,26.23590087890625,22.292200088500977
4,81859996286976,638.7999877929688,0.20682558329121187,26.179399490356445,14.315099716186523,6.519000053405762
5,68070001344512,693,0.09412222438388401,14.955499649047852,25.723899841308594,23.4867000579834
6,40659998212096,535.9000244140625,0.12541658428031632,5.1356000900268555,28.72640037536621,22.08690071105957
7,39220001374208,505.8999938964844,0.17029158067870429,10.594300270080566,14.269800186157227,13.17710018157959
8,37269998141440,580.7000122070312,0.0689164989915795,23.793100357055664,4.396500110626221,9.767200469970703
9,31979999330304,518.7000122070312,0.08773047050146457,28.98509979248047,22.077699661254883,19.326900482177734
10,31549999284224,526.2000122070312,0.07770285645516761,8.32960033416748,23.29010009765625,16.856300354003906
11,21449999908864,409.70001220703125,0.13447662127828047,10.933099746704102,20.56529998779297,14.498700141906738
12,17540000514048,389.3999938964844,0.1063691949424361,10.821800231933594,23.575899124145508,14.728599548339844
13,17429999648768,413.20001220703125,0.08033171361747639,26.09119987487793,10.884099960327148,7.302999973297119
14,16750000209920,429.29998779296875,0.06178579902157382,14.309300422668457,27.359600067138672,29.410600662231445
15,16680000421888,426,0.06372220867592823,12.927499771118164,18.632099151611328,14.253899574279785
16,11380000292864,388.79998779296875,0.04751981978580425,16.966699600219727,16.243799209594727,12.003100395202637
17,11260000206848,344.70001220703125,0.0860646749359445,8.996600151062012,0.7074999809265137,8.119400024414062
18,10229999730688,384.29998779296875,0.040927093355962854,27.834199905395508,14.233699798583984,3.523200035095215
19,9804000002048,370.8999938964844,0.04482584731871161,9.177499771118164,10.690699577331543,19.76740074157715
20,9230000062464,335.5,0.05995301199449954,26.953699111938477,22.702699661254883,13.949000358581543
21,8768000098304,351.1000061035156,0.04684625505294918,9.3548002243042,26.24850082397461,14.644499778747559
22,8264999763968,347.29998779296875,0.04362042337140555,8.645700454711914,21.140600204467773,16.476699829101562
23,8195999793152,362.70001220703125,0.03568278329081704,3.72979998588562,29.110599517822266,16.378599166870117
24,7549999906816,299.3999938964844,0.0819839709127409,3.8726000785827637,28.352800369262695,19.005599975585938
25,7136000081920,455.20001220703125,0.05127421076606893,25.67180061340332,14.371100425720215,6.825500011444092
26,7041000144896,334.1000061035156,0.03888996864668142,12.258399963378906,1.5124000310897827,10.59060001373291
27,5664000180224,335.20001220703125,0.04551189690690992,10.470600128173828,20.213499069213867,14.440099716186523
28,5056000163840,281.3999938964844,0.04647668442267464,4.766200065612793,29.055999755859375,26.750499725341797
29,4804000088064,285.8999938964844,0.03889748264538213,27.909500122070312,23.681900024414062,24.15959930419922
30,4675999891456,279.79998779296875,0.041154890286267044,5.64169979095459,28.334299087524414,24.166200637817383
31,4505000214528,286.79998779296875,0.03420737990858228,10.94729995727539,15.078399658203125,17.64590072631836
32,4361000058880,275.8999938964844,0.03854545257751611,28.30419921875,28.00480079650879,25.89889907836914
33,4124999942144,252.6999969482422,0.05325453489437324,9.690899848937988,7.58519983291626,10.941200256347656
34,3846000082944,261.6000061035156,0.0384957801923772,28.879600524902344,3.341099977493286,9.140600204467773
35,3754000121856,260.70001220703125,0.03595577915147453,9.858799934387207,21.324600219726562,15.893099784851074
36,3715999989760,228.39999389648438,0.08133201283245638,10.18649959564209,29.96419906616211,16.18440055847168
37,3539000098816,270.79998779296875,0.02853922486487751,25.643800735473633,12.09689998626709,4.80210018157959
38,3133000122368,237.8000030517578,0.04208333487863898,2.871299982070923,11.38479995727539,18.945199966430664
39,3110999949312,225.5,0.05624421432457585,15.200599670410156,5.707900047302246,10.319199562072754
40,2994000101376,230.1999969482422,0.04427113617155238,27.01729965209961,9.303000450134277,7.427700042724609
41,2971999928320,224.3000030517578,0.04992636080787185,24.023300170898438,16.52829933166504,10.429100036621094
42,2934000058368,231,0.04272151681677457,5.218200206756592,14.919699668884277,26.949399948120117
43,2611999932416,240.39999389648438,0.02787524434418161,24.155399322509766,19.829500198364258,20.92530059814453
44,2522999947264,251.39999389648438,0.02178378348971015,9.005499839782715,29.945199966430664,16.058500289916992
45,2509999964160,207.3000030517578,0.04841887437792568,11.549200057983398,21.533700942993164,14.676600456237793
46,2473999990784,202.60000610351562,0.05750194957827971,20.851200103759766,13.395400047302246,10.597700119018555
47,2473999990784,240.3000030517578,0.02540271432535311,10.332900047302246,25.499300003051758,0.20589999854564667
48,2412000051200,248.89999389648438,0.020996978998852278,11.450300216674805,22.39430046081543,21.377199172973633
49,2397999988736,227.8000030517578,0.03040104904695619,10.27400016784668,28.87980079650879,28.031700134277344
50,2277999902720,277.8999938964844,0.058123573171154866,8.73740005493164,21.10849952697754,16.394899368286133
51,2254000095232,303.8999938964844,0.02028731180439523,10.65369987487793,26.244800567626953,22.615400314331055
52,2227000049664,216.39999389648438,0.03370104159488203,15.705599784851074,26.113100051879883,12.615699768066406
53,2222999994368,215,0.03449715426848869,26.242300033569336,20.48270034790039,14.544300079345703
54,2218999939072,227,0.026842106166589007,28.1835994720459,22.431499481201172,14.970199584960938
55,2217000042496,223.89999389648438,0.028227729780333482,5.308899879455566,1.770400047302246,22.9330997467041
56,2141999988736,222.3000030517578,0.0272342165402572,11.33590030670166,16.978700637817383,15.02560043334961
57,2103000039424,222.39999389648438,0.024729022373750482,27.060100555419922,22.82670021057129,24.279199600219727
58,2100000063488,225,0.02371090418966946,5.850800037384033,29.15999984741211,25.51289939880371
59,2033999937536,224.5,0.023956441706270398,26.970399856567383,13.566200256347656,3.1458001136779785
60,2004000047104,233.60000610351562,0.014378200119729031,2.053100109100342,29.974899291992188,17.799699783325195
61,1991000064000,204,0.03669014328553836,4.8302001953125,29.07229995727539,24.69029998779297
62,1977000001536,222.1999969482422,0.023703704473464936,9.759900093078613,12.92770004272461,13.034799575805664
